,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price_dls
168,285160,Espectacular Depto in Belgrano,1484394,Julia,Coghlan,-34.56544,-58.47437,Private room,8685,7,0,0,0.0,1,365,0,57.26
169,111501,Beautiful Apartment Palermo Vip Great location,570921,Emilce,Palermo,-34.57901,-58.41283,Entire home/apt,6638,3,132,2022-09-03,0.97,1,310,12,43.77
170,286518,Beautiful Recoleta Apt A/C Subway,1481704,Sam,Recoleta,-34.59384,-58.40264,Entire home/apt,8251,14,1,2014-01-16,0.01,1,365,0,54.4
171,118069,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,Palermo,-34.57978,-58.43223,Entire home/apt,8313,14,21,2022-05-31,0.16,27,348,3,54.81
172,118070,Amazing view - GREAT Studio - Balcony,530261,Luciano,Palermo,-34.58311,-58.42767,Entire home/apt,8685,14,49,2022-07-22,0.37,27,296,5,57.26
173,287756,Soho Point in the heart of Palermo!,1409800,Mariano,Palermo,-34.59134,-58.42893,Entire home/apt,9926,1,60,2022-07-26,0.46,55,343,3,65.44
174,118724,Department to 5 min to city centre,599519,Angel Francisco,Almagro,-34.60025,-58.42973,Private room,6948,1,0,0,0.0,1,365,0,45.81
175,315790,Double Room or Twin Room In Palermo Soho,1621752,Luba,Palermo,-34.59087,-58.4227,Private room,3185,2,78,2022-09-17,0.61,4,335,9,21.0
176,288861,"Arty, chic and antique in Recoleta",1011896,Natalia,Retiro,-34.59553,-58.38506,Entire home/apt,22746,1,2,2021-10-10,0.02,12,365,1,149.97
177,316228,A Balcony in the Sky Bs As Live Hotel Palermo,3771282,Max,Palermo,-34.57744,-58.43702,Entire home/apt,15338,2,16,2022-08-02,0.19,31,296,8,101.13
178,290421,Tu propia casa en Palermo Soho,1538637,Ilana,Palermo,-34.5869,-58.42323,Entire home/apt,5501,3,11,2022-06-05,0.12,9,326,1,36.27
179,316251,"Brand New sunny & great Palermo, Best Value",559463,Martin,Villa Crespo,-34.59403,-58.43114,Entire home/apt,5004,10,25,2022-08-19,0.21,4,336,1,32.99
180,292830,"HABIT. BIG, BRIGHT AND PRIVATE",1515818,Maria Victoria,Balvanera,-34.61336,-58.41126,Private room,3619,6,0,0,0.0,1,365,0,23.86
181,317484,Single Room in Palermo Soho,1621752,Luba,Palermo,-34.58992,-58.42236,Private room,2461,2,159,2022-05-03,1.24,4,286,8,16.23
182,292877,"Lovely Private Room,  Palermo Soho",1516002,Maria Agustina,Palermo,-34.58956,-58.42481,Private room,1882,30,11,2020-01-02,0.08,6,290,0,12.41
183,317486,Single Suite in Palermo Soho,1621752,Luba,Palermo,-34.59077,-58.42133,Private room,2316,2,181,2022-09-14,1.41,4,348,16,15.27
184,317509,Comfortable house in Buenos Aires,1624246,Sandra,Villa Urquiza,-34.57943,-58.48487,Private room,6514,1,3,2014-01-01,0.03,2,364,0,42.95
186,298002,Impecable studio in Palermo Soho A,1538637,Ilana,Palermo,-34.58553,-58.42312,Entire home/apt,6369,4,42,2022-04-10,0.32,9,353,1,41.99
187,317759,"Studio privado, en el centro.",1569462,Eleonora,Balvanera,-34.60989,-58.40239,Entire home/apt,3154,4,70,2022-08-01,0.59,3,334,2,20.8
188,298494,Impeccable studio in Palermo Soho B,1538637,Ilana,Palermo,-34.58494,-58.42337,Entire home/apt,5211,4,38,2022-08-03,0.29,9,302,4,34.36
189,322509,Sunny Studio in Palermo Hollywood,1333525,Mar,Palermo,-34.57807,-58.43564,Entire home/apt,7093,3,134,2022-07-24,1.04,4,142,2,46.77
190,301727,Equipped & Serviced Suite for Family / Group,1554264,Recepcionistas,Monserrat,-34.61061,-58.38073,Entire home/apt,3185,1,68,2022-05-29,0.84,3,336,13,21.0
191,323488,Cozy new studio in the heart of Palermo,1655817,Silvia,Palermo,-34.5872,-58.42973,Entire home/apt,7238,2,43,2022-08-28,0.39,1,360,2,47.72
192,302722,Chic Studio Apartment in Palermo!,1558866,Vero,Palermo,-34.58055,-58.40682,Entire home/apt,9409,3,17,2022-04-17,0.13,1,358,2,62.04
194,306194,Nice 2bdr apartment in Buenos Aires,737924,Gabriel,Palermo,-34.58784,-58.41107,Entire home/apt,10133,30,17,2022-03-03,0.14,2,245,3,66.81
195,323708,Twin Room In Palermo Soho,1621752,Luba,Palermo,-34.59082,-58.42145,Private room,5066,2,14,2022-09-19,0.12,4,335,7,33.4
196,327888,::Private Terrace-Big bright studio-Top Location::,1675731,Alejandra,San Telmo,-34.61963,-58.37212,Entire home/apt,9319,3,289,2022-09-02,2.45,1,94,28,61.44
197,307695,Relaxation of the B & B milonguero,500210,Luciano,Balvanera,-34.60141,-58.40059,Private room,2437,2,4,2018-11-24,0.03,4,83,0,16.07
198,307696,"B&B ""Tucuman 2430"" 2 rooms/ 4 guest",500210,Luciano,Balvanera,-34.60341,-58.40237,Private room,10323,2,3,2019-02-12,0.04,4,365,0,68.06
199,329422,Relax in Buenos Aires for 2 persons,500210,Luciano,Balvanera,-34.60319,-58.40083,Private room,1720,2,0,0,0.0,4,83,0,11.34
200,308319,PRIVATE BEDROOM SINGLE BED,1388769,Juan Y Josefina,Balvanera,-34.6177,-58.40072,Private room,1737,5,39,2018-08-04,0.31,6,0,0,11.45
201,330083,Habitación en Palermo Soho Tango.,1685810,Maria,Palermo,-34.5907,-58.42349,Private room,2606,1,140,2022-09-18,1.09,5,360,21,17.18
202,308320,"SUITE, QUEEN BED, CLOSET AND PRIVATE BATHROOM",1388769,Juan Y Josefina,San Cristobal,-34.61887,-58.39995,Private room,2171,5,21,2019-07-27,0.16,6,0,0,14.31
203,330153,Habitacio a la  calle,1683379,Maria Alejanadra,San Cristobal,-34.62312,-58.40685,Private room,5066,1,0,0,0.0,1,365,0,33.4
204,309428,San Telmo - depto remodelado estilo antiguo,1454415,Ura,Constitucion,-34.61834,-58.37902,Entire home/apt,5066,6,109,2022-08-29,0.91,1,347,9,33.4
205,331371,"Bright loft, Palermo/Villa Crespo",1689718,Francesca,Villa Crespo,-34.59321,-58.44315,Entire home/apt,3619,7,32,2022-09-12,0.25,1,170,9,23.86
206,504078,Excelente Loft en Palermo Hollywood,2483332,Nicolás,Palermo,-34.57925,-58.43292,Entire home/apt,28951,4,0,0,0.0,1,365,0,190.88
207,504162,Casa entera o habitación privada o a compartida.,2486039,Daniel,Caballito,-34.61072,-58.43191,Shared room,1448,3,1,2018-04-10,0.02,1,73,0,9.55
208,504435,room with 2 single beds into a oasis of the city,2487829,SERGiO,Saavedra,-34.5543,-58.48558,Private room,1882,1,10,2022-06-01,0.16,2,176,3,12.41
209,333282,Lovely Double Bedroom. Private WC,1698050,Laura,San Nicolas,-34.59927,-58.37867,Private room,5066,2,28,2022-09-11,0.22,1,339,6,33.4
212,333497,Room close to everything,1699029,Juan Manuel,Balvanera,-34.60847,-58.396,Private room,8685,2,0,0,0.0,1,365,0,57.26
213,518190,Great terrace in Palermo Hollywood-Buenos Aires,2551029,Gabi Alquiler,Palermo,-34.57976,-58.43231,Entire home/apt,5797,6,35,2022-07-18,0.31,1,298,6,38.22
214,337896,Spacious House in Palermo Viejo,1716990,Ramsey,Villa Crespo,-34.59277,-58.43361,Private room,2461,6,10,2022-09-01,0.08,1,204,2,16.23
215,521070,Confortable and charming Apartment,2563230,Jaquelin,Villa Crespo,-34.59939,-58.44194,Private room,10133,5,0,0,0.0,1,365,0,66.81
216,521338,"LUXURY PENTHOUSE, FABULOUS TERRACE",2485446,Robert,Recoleta,-34.58838,-58.38925,Entire home/apt,34638,7,6,2022-08-05,0.05,2,160,2,228.38
217,521783,Palacio Suite Near San Telmo,2034113,Cee Jay,Constitucion,-34.61954,-58.38417,Private room,5066,2,143,2022-07-29,1.17,4,72,8,33.4
219,338066,2 BEDROOMS Comfort Quality Price,1717334,Paola,Coghlan,-34.56329,-58.47625,Entire home/apt,6245,2,87,2022-09-01,0.68,1,292,16,41.17
220,338631,AltoPalermo renovated 1bdr apartmen,1714257,Martin,Recoleta,-34.59054,-58.40984,Entire home/apt,4343,7,170,2022-09-17,1.33,11,227,6,28.63
221,525865,Beautiful residence in Buenos Aires,2584911,Mariela,Parque Chacabuco,-34.63786,-58.44572,Shared room,5790,1,0,0,0.0,1,365,0,38.17
222,530417,Home Family Room in Buenos Aires,2605024,Monica,Villa Luro,-34.6422,-58.49973,Private room,2895,1,0,0,0.0,1,325,0,19.09
223,536467,Beautiful Private Room Palermo Soho,1516002,Maria Agustina,Palermo,-34.59152,-58.42356,Private room,2316,30,18,2022-05-04,0.15,6,277,1,15.27
224,338678,Nice renovated Studio with balcony in Recoleta,1714257,Martin,Recoleta,-34.58844,-58.4026,Entire home/apt,4777,7,149,2022-07-30,1.16,11,284,3,31.5
225,338752,Apartamento de 1 cuarto cerca de Plaza San Martín,1714257,Martin,Retiro,-34.59737,-58.37387,Entire home/apt,2895,7,112,2022-09-16,0.88,11,230,4,19.09
226,338961,"Splendid, luminous Buenos Aires pad",373629,Daniel,Villa Crespo,-34.59995,-58.44474,Entire home/apt,4922,6,54,2022-03-05,0.43,10,2,5,32.45
227,540580,Recoleta Beautiful Apartment,2383699,Elisa,Retiro,-34.59628,-58.3853,Entire home/apt,7817,2,156,2022-07-25,1.29,4,352,9,51.54
228,339933,Cute Room in Palermo/ a bargain!!,419383,Mariana Y Sebas,Palermo,-34.57545,-58.40785,Private room,3619,1,152,2020-03-09,1.18,7,233,0,23.86
229,340938,Hermoso departamento en Caminito,1729925,Luciana,Boca,-34.63958,-58.36423,Private room,14475,1,0,0,0.0,1,365,0,95.44
230,541142,"PALERMO SOHO, NICE & BRIGHT 1 BDR",2660279,José Ignacio,Palermo,-34.58012,-58.42567,Entire home/apt,4198,3,40,2021-12-18,0.34,2,147,1,27.68
231,342401,Nice apartment in Buenos Aires.,1737635,Rogelio,Balvanera,-34.5985,-58.40579,Private room,1882,1,44,2019-12-09,0.36,1,293,0,12.41
232,541925,AVAILABLE ROOM WITH BATHROOM,2664375,Luz,Recoleta,-34.58882,-58.38854,Private room,4000,4,2,2018-08-25,0.04,2,89,0,26.37
233,542065,Bright& fully equipped next Palermo,2665401,Claudia,Villa Crespo,-34.59828,-58.42813,Entire home/apt,4632,6,28,2020-01-07,0.23,1,150,0,30.54
234,348635,Duplex. Terrace and own barbecue,805950,Isabel,Palermo,-34.57867,-58.42826,Entire home/apt,5066,2,46,2022-05-01,0.36,2,13,1,33.4
235,543660,Heart ofBA penthosue 1bd with view,2672680,Eduardo,Retiro,-34.59781,-58.37942,Entire home/apt,8540,3,19,2022-07-18,0.16,1,180,5,56.31
236,553921,Cozy studio in Recoleta. River view,2721868,Liliana,Recoleta,-34.58805,-58.39601,Entire home/apt,4343,3,47,2022-07-01,0.38,1,234,1,28.63
237,349688,Modern Studio Palermo Soho,853184,Juan,Palermo,-34.58735,-58.42186,Entire home/apt,6803,20,195,2022-09-16,1.52,3,233,6,44.85
238,350436,Las Cañitas: modern 2BR apartment!,1775908,Jean-Marc,Palermo,-34.5746,-58.43412,Entire home/apt,9698,7,1,2015-05-16,0.01,3,354,0,63.94
239,554185,BA Downtown Amazing view & location,2724390,Gustavo,San Nicolas,-34.59924,-58.37681,Entire home/apt,7093,4,26,2022-08-29,0.21,3,330,1,46.77
240,353040,Depto 3 amb. excelente ubicación Pza San Martín,72282,Mara,Retiro,-34.59066,-58.37879,Entire home/apt,13752,7,0,0,0.0,1,363,0,90.67
241,556912,"At Recoleta, 1 or 2 persons",2764302,Marta,Boca,-34.64628,-58.36572,Private room,5790,7,0,0,0.0,1,365,0,38.17
242,358631,"Studios 5 Stars in Palermo ,newA ,D",444416,Claudia,Palermo,-34.59465,-58.42039,Entire home/apt,2895,3,37,2022-08-30,0.29,25,271,7,19.09
243,561934,"Motorhome in Argentine,  Buenos Aires",2763233,Eduardo,Villa Devoto,-34.60549,-58.52316,Entire home/apt,4632,3,6,2022-07-20,0.11,2,211,4,30.54
244,358640,"5 stars studios in Palermo,new!",444416,Claudia,Palermo,-34.59538,-58.42039,Entire home/apt,4053,3,16,2019-02-12,0.13,25,301,0,26.72
245,362403,PROMO ! Feel like home in Palermo Soho!,1590487,Eduardo,Palermo,-34.58689,-58.42543,Entire home/apt,5790,2,211,2022-06-20,1.67,1,270,8,38.17
246,564422,Lovely Studio with swimming pool,2775530,Ximena,Palermo,-34.59433,-58.42617,Entire home/apt,4265,3,51,2022-02-28,0.46,1,352,1,28.12
247,362556,Sunny Terrace Apart in Center BA,407702,Ruy,Monserrat,-34.61554,-58.38486,Entire home/apt,7238,2,145,2022-03-08,1.13,3,336,1,47.72
248,365674,Excellent apartment furnished.,1846400,Pablo,Colegiales,-34.57455,-58.45076,Entire home/apt,4487,30,0,0,0.0,1,365,0,29.58
249,568709,Loft in the best building of Bs As,2798538,Florencia,Palermo,-34.578225638354844,-58.40208595950908,Entire home/apt,14475,20,0,0,0.0,1,231,0,95.44
250,568747,"5 stars studios in Palermo,new!",444416,Claudia,Palermo,-34.59507,-58.42044,Entire home/apt,2895,3,28,2022-09-02,0.23,25,251,9,19.09
251,369935,BEAUTIFUL ROOMS IN ALMAGRO,1864747,Irina,Almagro,-34.61095,-58.42192,Private room,1448,2,26,2017-12-28,0.21,21,194,0,9.55
252,369961,BEUTIFUL ROOMS IN THE CENTER,1864747,Irina,Almagro,-34.61095,-58.42192,Private room,1448,2,74,2020-02-19,0.58,21,199,0,9.55
253,568824,The Best Location and very Secure,1543565,Damián,Palermo,-34.57834,-58.40827,Entire home/apt,14475,4,9,2022-09-12,0.99,1,60,9,95.44
254,572791,Beautiful apartment in Belgrano sucre,2817979,Constancia,Belgrano,-34.56996,-58.46258,Entire home/apt,9409,3,7,2022-07-23,0.23,2,269,5,62.04
255,370013,"SALE !! OBELISCO-HEART OF DOWNTOWN, VERY NICE APT",1985312,Natalí,San Nicolas,-34.60475,-58.37574,Entire home/apt,5066,7,519,2022-09-01,4.33,2,347,19,33.4
256,371343,home sweet home,1138286,Alejandro,Caballito,-34.61225,-58.44134,Shared room,5018,1,0,0,0.0,1,365,0,33.08
257,572870,Beautiful place in a great barrio Belgrano R,2817979,Constancia,Belgrano,-34.56823,-58.46608,Entire home/apt,5645,3,8,2022-07-17,0.17,2,180,4,37.22
259,574032,ARCHITECT'S PIED A TERRE W/TERRACE,2014830,Pablo,Palermo,-34.57834,-58.41265,Entire home/apt,14475,4,0,0,0.0,1,0,0,95.44
260,372072,"5 stars studios in Palermo,new!/",444416,Claudia,Palermo,-34.59645,-58.42064,Entire home/apt,2895,3,30,2022-07-17,0.24,25,274,4,19.09
261,372073,"5 stars studios in Palermo,new!/",444416,Claudia,Palermo,-34.59461,-58.42245,Entire home/apt,2895,3,21,2022-07-16,0.17,25,84,1,19.09
262,372075,"Studios 5 Stars in Palermo ,new 3C",444416,Claudia,Palermo,-34.59602,-58.42023,Entire home/apt,2895,3,53,2022-05-28,0.41,25,224,5,19.09
263,585391,PRIVATE BEDROOM SINGLE BED,1388769,Juan Y Josefina,Balvanera,-34.617,-58.40194,Private room,1737,5,25,2019-03-27,0.21,6,0,0,11.45
264,586214,Loft-DUPLEX w/ Private Terrace-Palermo Soho!!,794906,Jesse,Villa Crespo,-34.59628,-58.4274,Entire home/apt,6659,4,53,2022-01-22,0.44,4,205,7,43.9
265,372085,"5 stars studios in Palermo,new! C",444416,Claudia,Palermo,-34.59483,-58.42052,Entire home/apt,2895,3,28,2022-08-29,0.22,25,185,8,19.09
266,372086,"Studios 5 Stars in Palermo 4 B,3B",444416,Claudia,Palermo,-34.59681,-58.42248,Entire home/apt,2895,3,59,2022-08-26,0.46,25,187,10,19.09
267,379826,"5 stars studios in Palermo,new",444416,Claudia,Palermo,-34.59465,-58.42206,Entire home/apt,3185,3,13,2022-01-31,0.1,25,209,1,21.0
268,379839,5 stars studios in Palermo new!,444416,Claudia,Palermo,-34.59679,-58.42035,Entire home/apt,2895,3,24,2022-09-06,0.21,25,262,4,19.09
269,380943,TEMPORARY RENT,1910856,Gimena,Almagro,-34.62063,-58.41608,Entire home/apt,3329,2,94,2021-10-11,0.74,1,264,1,21.95
270,589147,Great Room in Palermo Hollywood!,2905876,Marcos,Chacarita,-34.58788,-58.44284,Private room,2895,3,119,2022-08-17,0.99,21,364,1,19.09
271,590806,Rinconcito Porteño en el centro de la ciudad,1933761,Yamila,Monserrat,-34.61732,-58.39051,Entire home/apt,3619,1,39,2016-05-30,0.32,1,365,0,23.86
272,380989,Nice Studio-Downtown Buenos Aires,1911004,Ernesto,San Nicolas,-34.60799,-58.37945,Entire home/apt,6514,1,29,2022-07-18,0.23,1,311,5,42.95
273,382271,Impecable estudio en Palermo Soho C,1538637,Ilana,Palermo,-34.58548,-58.4233,Entire home/apt,5501,4,64,2022-08-23,0.53,9,324,9,36.27
274,383026,At the heart of San Telmo. Single,906277,Magdalena,San Telmo,-34.62148,-58.37053,Private room,3185,2,77,2022-08-30,0.61,3,325,7,21.0
275,593333,Great Modern Apt Palermo Soho BA,2929880,Mariana,Palermo,-34.58947,-58.4206,Entire home/apt,7238,30,20,2022-05-14,0.17,1,363,2,47.72
276,388089,"5 stars studios in Palermo,new!",444416,Claudia,Almagro,-34.5992,-58.42091,Entire home/apt,2895,3,41,2022-09-01,0.32,25,259,11,19.09
277,389270,"5 stars studios in Palermo,new!",444416,Claudia,Palermo,-34.59494,-58.42095,Entire home/apt,2895,3,25,2022-05-12,0.2,25,203,3,19.09
278,394376,"Beautiful apartment in Historic Building, Terrace!",91936,Nicolas,Balvanera,-34.60889,-58.39482,Entire home/apt,4632,4,29,2022-08-04,0.25,8,255,7,30.54
279,596308,DEPTO TEMPORAL. OBELISCO. CORAZON DE BUENOS AIRES,2947819,Gonzalo,San Nicolas,-34.60511,-58.37851,Entire home/apt,9926,3,2,2016-12-27,0.03,2,365,0,65.44
280,597968,EXCELENT CENTRAL DEPARTMENT,2956484,Liliana,San Nicolas,-34.59997,-58.3807,Entire home/apt,5790,3,4,2018-07-17,0.04,1,282,0,38.17
281,394407,Stunning Apt in Landmark Building,91936,Nicolas,San Nicolas,-34.60865,-58.38753,Entire home/apt,17949,4,166,2022-09-09,1.36,8,249,30,118.34
282,396509,Suite at Faena Hotel Puerto Madero,1443812,Luciana,Puerto Madero,-34.61254,-58.36241,Entire home/apt,16337,1,69,2022-09-11,0.74,2,180,46,107.71
283,598615,Luminous and Beautiful Apt.1-2 pax,2960821,Matias,Belgrano,-34.55838,-58.44617,Private room,5066,5,6,2014-10-14,0.05,1,205,0,33.4
284,398267,Loft con entrepiso en Palermo (Parque Las Heras),1714257,Martin,Palermo,-34.58437,-58.41137,Entire home/apt,5790,7,116,2022-07-15,0.93,11,364,5,38.17
285,599567,Studio Palermo Soho Fast Wifi & Balcony!,417090,Mateo,Palermo,-34.58216,-58.42111,Entire home/apt,6476,3,122,2022-08-28,1.03,12,36,18,42.7
286,404935,"Sunny One Bedroom Palermo Loft, PalermoLifestyle",2017830,Barbara,Palermo,-34.58618,-58.42449,Entire home/apt,8582,2,181,2022-09-05,1.43,33,350,16,56.58
288,604549,Stylish house with terrace in Palermo,2993145,Graciela,Palermo,-34.58737,-58.4287,Entire home/apt,5790,14,19,2020-01-22,0.16,1,119,0,38.17
289,413228,Great Apartment at Palermo Hollywoo,2055785,Dolores & Camila,Palermo,-34.58315,-58.43386,Entire home/apt,5066,3,47,2022-08-29,0.37,2,242,12,33.4
290,605010,Palermo Outlet... Suite Deluxe,1876552,Carlos,Villa Crespo,-34.59138,-58.44331,Entire home/apt,9988,3,263,2022-08-29,2.14,1,219,28,65.85
291,605496,Pequeño encantador depto en Palermo,641573,Paula,Palermo,-34.57833,-58.40894,Entire home/apt,2895,2,50,2022-09-15,0.48,8,266,15,19.09
293,608017,EXCEPCIONAL DPTO CID CAMPEADOR,3013360,Alejandro G,Nueva Pompeya,-34.65228,-58.41008,Private room,21713,1,0,0,0.0,1,365,0,143.16
294,413662,"SALE!!! DOWNTOWN, 2 ROOMS  APT., 4,7 STARS",1985312,Natalí,Monserrat,-34.61123,-58.38373,Entire home/apt,5066,7,458,2022-08-02,3.72,2,363,8,33.4
295,414655,The City at your feet. Apt. with balcony.,2062185,Judith Y Laura,San Nicolas,-34.59952,-58.37268,Entire home/apt,3661,7,138,2022-08-31,1.09,1,325,1,24.14
296,619349,Nice and lovely  Studio en Palermo,3063888,Ayelen,Palermo,-34.5882,-58.41905,Entire home/apt,3908,3,11,2022-05-29,0.1,1,144,2,25.77
297,415298,Three storey Garden Castillito,1399393,Philippe,Monserrat,-34.61481,-58.37701,Entire home/apt,17370,2,109,2022-07-26,0.92,1,67,11,114.52
298,415985,"Premium apt. Palermo, Buenos Aires!",2068724,Mauro,Palermo,-34.58164,-58.42526,Entire home/apt,6224,30,16,2019-02-04,0.13,3,202,0,41.04
299,619485,Elegance & History in Recoleta Very Spacious 205m2,3069869,Hamish,Recoleta,-34.59245,-58.39981,Entire home/apt,18751,4,27,2022-04-18,0.31,1,128,2,123.63
301,621503,ATENTION TERRACE IN PALERMO SOHO,2950411,Lilian,Palermo,-34.58533,-58.42498,Entire home/apt,14475,2,2,2016-01-01,0.02,1,363,0,95.44
302,427283,Palermo Hollywood Live Hotel Condo,3771282,Max,Palermo,-34.57907,-58.43848,Entire home/apt,16849,3,27,2022-05-30,0.23,31,272,9,111.09
303,433742,COMODO DEPTO EN PLAZA SAN MARTIN,2155403,Adriana,Retiro,-34.59471,-58.37704,Entire home/apt,2829,10,106,2022-07-26,1.03,4,336,7,18.65
304,623978,Light and airy Loft,3095230,Manuel,Saavedra,-34.54951,-58.48313,Entire home/apt,9306,6,25,2022-07-23,0.24,2,312,2,61.36
305,435818,Excelente departamento en  Palermo- Barrio Norte,2164622,Mariano,Recoleta,-34.58518,-58.40734,Entire home/apt,6017,3,42,2022-07-18,0.51,2,68,8,39.67
306,438557,CLOSE TO MILONGAS APPT IN PALERMO,112294,Hernan,Recoleta,-34.597,-58.41411,Entire home/apt,3619,7,17,2019-10-23,0.14,1,110,0,23.86
307,627230,RECOLETA. Great apartment in the Heart of Recoleta,3113621,Sofia,Recoleta,-34.59239,-58.39325,Entire home/apt,4529,3,87,2022-09-08,0.91,4,126,15,29.86
308,438798,Gorgeous 2bd in lovely Palermo Soho,233651,Cameron,Palermo,-34.5841,-58.42353,Entire home/apt,17370,5,120,2020-03-11,0.97,6,154,0,114.52
309,446637,Recoleta Best place in Buenos Aires,2218270,Flavio,Recoleta,-34.58766,-58.40652,Entire home/apt,5645,14,2,2022-07-31,0.05,3,348,1,37.22
310,633066,Brand new studio fully furnished,2940752,Paul,Palermo,-34.57483,-58.44027,Entire home/apt,3474,4,56,2022-09-17,0.54,3,49,3,22.9
311,447786,"B LINEMETRO.NEWAPART.NEAR PALERMO  , Av Corrientes",974945,Alejandro,Chacarita,-34.59156,-58.44608,Entire home/apt,36188,4,10,2019-06-03,0.09,6,365,0,238.6
312,636742,1st floor by elevator. Recycled studio.,1023327,Tino Y Loli,Monserrat,-34.61692,-58.37815,Entire home/apt,4053,6,12,2022-04-20,0.1,8,354,4,26.72
313,448784,APARTMENT IN THE HEART OF RECOLETA,2228447,Sebastian,Recoleta,-34.5941,-58.39278,Entire home/apt,5066,3,25,2022-07-31,0.26,1,270,7,33.4
314,454857,Home studio - style & calmness in the ❤ of Palermo,2258709,Lulicatalina,Palermo,-34.58293914794922,-58.43593597412109,Entire home/apt,7672,10,19,2022-08-31,0.15,2,176,1,50.58
315,456640,GINA Recoleta B&B - Teo´s Room-,2270625,Gina,Recoleta,-34.5879,-58.39692,Private room,3900,1,177,2022-09-21,1.43,3,314,20,25.71
316,456644,GINA Recoleta  B&B - Topacio´s Room,2270625,Gina,Recoleta,-34.58774,-58.39515,Private room,4200,1,126,2022-08-28,1.03,3,327,17,27.69
317,639888,Quiet and attractive apt in the ❤️ of Recoleta,3194781,Corinne,Recoleta,-34.59093,-58.39578,Entire home/apt,7961,3,12,2018-11-28,0.11,1,365,0,52.49
318,458013,Great Studio with Balcony!,2276368,Uwe,Recoleta,-34.58599,-58.39862,Entire home/apt,4198,3,70,2022-08-06,0.58,1,316,9,27.68
319,644493,Brand New Apt for 4 people/Recoleta,3224983,Sol & Antonio,Recoleta,-34.58768,-58.40221,Entire home/apt,10133,3,41,2019-01-11,0.34,1,362,0,66.81
